elapsed_s,replica_id,host,reachable,roster_size,stable_prefix,delivered_ops,retained_ops,pending_ops,known_replicas,peer_count,ops_applied,state_md5
72,b65ee3528dfd,b65ee3528dfd,1,4,218,254,36,0,4,3,66,f5ab47f38bcbc903a676f0e0acb463b2
72,ff57919fded3,ff57919fded3,1,4,218,254,36,0,4,3,66,f5ab47f38bcbc903a676f0e0acb463b2
72,,413641414fef,0,4,,,,,,,,
73,779777a69aa2,779777a69aa2,1,4,218,257,39,0,4,3,68,66796b320e586efc07a7a05047db1e75
73,b65ee3528dfd,b65ee3528dfd,1,4,218,257,39,0,4,3,67,66796b320e586efc07a7a05047db1e75
73,ff57919fded3,ff57919fded3,1,4,218,257,39,0,4,3,67,66796b320e586efc07a7a05047db1e75
73,,413641414fef,0,4,,,,,,,,
74,779777a69aa2,779777a69aa2,1,4,218,260,42,0,4,3,69,13240dc76ce76e4fc2726112d9bd561e
74,b65ee3528dfd,b65ee3528dfd,1,4,218,260,42,0,4,3,68,13240dc76ce76e4fc2726112d9bd561e
74,ff57919fded3,ff57919fded3,1,4,218,260,42,0,4,3,68,13240dc76ce76e4fc2726112d9bd561e
74,,413641414fef,0,4,,,,,,,,
76,779777a69aa2,779777a69aa2,1,4,218,263,45,0,4,3,70,caead29301378bf9df3e50e9a38b1bdc
76,b65ee3528dfd,b65ee3528dfd,1,4,218,263,45,0,4,3,69,caead29301378bf9df3e50e9a38b1bdc
76,ff57919fded3,ff57919fded3,1,4,218,263,45,0,4,3,69,caead29301378bf9df3e50e9a38b1bdc
76,,413641414fef,0,4,,,,,,,,
77,779777a69aa2,779777a69aa2,1,4,218,266,48,0,4,3,71,34031b742f64bc3ae77812f415fb9771
77,b65ee3528dfd,b65ee3528dfd,1,4,218,266,48,0,4,3,70,34031b742f64bc3ae77812f415fb9771
77,ff57919fded3,ff57919fded3,1,4,218,266,48,0,4,3,70,34031b742f64bc3ae77812f415fb9771
77,,413641414fef,0,4,,,,,,,,
78,779777a69aa2,779777a69aa2,1,4,218,269,51,0,4,3,72,274c38cc95af6928b34a44dbbd78aa05
78,b65ee3528dfd,b65ee3528dfd,1,4,218,269,51,0,4,3,71,274c38cc95af6928b34a44dbbd78aa05
78,ff57919fded3,ff57919fded3,1,4,218,269,51,0,4,3,71,274c38cc95af6928b34a44dbbd78aa05
78,,413641414fef,0,4,,,,,,,,
79,779777a69aa2,779777a69aa2,1,4,218,272,54,0,4,3,73,52ac9cbded2dcd779b5c34b1cdb41028
79,b65ee3528dfd,b65ee3528dfd,1,4,218,272,54,0,4,3,72,52ac9cbded2dcd779b5c34b1cdb41028
79,ff57919fded3,ff57919fded3,1,4,218,272,54,0,4,3,72,52ac9cbded2dcd779b5c34b1cdb41028
79,,413641414fef,0,4,,,,,,,,
80,779777a69aa2,779777a69aa2,1,4,218,275,57,0,4,3,74,57c8b2b3fd24064cf11d5260a23d261f
80,b65ee3528dfd,b65ee3528dfd,1,4,218,275,57,0,4,3,73,57c8b2b3fd24064cf11d5260a23d261f
80,ff57919fded3,ff57919fded3,1,4,218,275,57,0,4,3,73,57c8b2b3fd24064cf11d5260a23d261f
80,,413641414fef,0,4,,,,,,,,
81,779777a69aa2,779777a69aa2,1,4,218,278,60,0,4,3,75,8739582304303dda740d0e155e935977
81,b65ee3528dfd,b65ee3528dfd,1,4,218,278,60,0,4,3,74,8739582304303dda740d0e155e935977
81,ff57919fded3,ff57919fded3,1,4,218,278,60,0,4,3,74,8739582304303dda740d0e155e935977
81,,413641414fef,0,4,,,,,,,,
82,779777a69aa2,779777a69aa2,1,4,218,281,63,0,4,3,76,bb399f4a0f6da6c912a998cdc4a6026a
82,b65ee3528dfd,b65ee3528dfd,1,4,218,281,63,0,4,3,75,bb399f4a0f6da6c912a998cdc4a6026a
82,ff57919fded3,ff57919fded3,1,4,218,281,63,0,4,3,75,bb399f4a0f6da6c912a998cdc4a6026a
82,,413641414fef,0,4,,,,,,,,
84,779777a69aa2,779777a69aa2,1,4,218,284,66,0,4,3,77,d352d2c94d2b39c56276f9827d6aecaf
84,b65ee3528dfd,b65ee3528dfd,1,4,218,284,66,0,4,3,76,d352d2c94d2b39c56276f9827d6aecaf
84,ff57919fded3,ff57919fded3,1,4,218,284,66,0,4,3,76,d352d2c94d2b39c56276f9827d6aecaf
84,,413641414fef,0,4,,,,,,,,
85,779777a69aa2,779777a69aa2,1,4,218,287,69,0,4,3,78,6c09ea91475ddd498ef741e1434b669f
85,b65ee3528dfd,b65ee3528dfd,1,4,218,287,69,0,4,3,77,6c09ea91475ddd498ef741e1434b669f
85,ff57919fded3,ff57919fded3,1,4,218,287,69,0,4,3,77,6c09ea91475ddd498ef741e1434b669f
85,,413641414fef,0,4,,,,,,,,
86,779777a69aa2,779777a69aa2,1,4,218,290,72,0,4,3,79,9b038608304c89f57d751bf08d49a5e0
86,b65ee3528dfd,b65ee3528dfd,1,4,218,291,73,0,4,3,79,d53a0e5a7af9baeb53f9a34db68697e2
86,ff57919fded3,ff57919fded3,1,4,218,293,75,0,4,3,79,d53a0e5a7af9baeb53f9a34db68697e2
86,,413641414fef,0,4,,,,,,,,
87,779777a69aa2,779777a69aa2,1,4,218,296,78,0,4,3,81,d34e34f17910e6c82ef7d9376792c4d6
87,b65ee3528dfd,b65ee3528dfd,1,4,218,296,78,0,4,3,80,d34e34f17910e6c82ef7d9376792c4d6
87,ff57919fded3,ff57919fded3,1,4,218,296,78,0,4,3,80,d34e34f17910e6c82ef7d9376792c4d6
87,,413641414fef,0,4,,,,,,,,
88,779777a69aa2,779777a69aa2,1,4,218,299,81,0,4,3,82,588a5de28f4d4a578c1275bb8acfe24f
88,b65ee3528dfd,b65ee3528dfd,1,4,218,299,81,0,4,3,81,588a5de28f4d4a578c1275bb8acfe24f
88,ff57919fded3,ff57919fded3,1,4,218,299,81,0,4,3,81,588a5de28f4d4a578c1275bb8acfe24f
88,,413641414fef,0,4,,,,,,,,
89,779777a69aa2,779777a69aa2,1,4,218,302,84,0,4,3,83,de40920459a52482dd0ae3c1661dc80d
89,b65ee3528dfd,b65ee3528dfd,1,4,218,302,84,0,4,3,82,de40920459a52482dd0ae3c1661dc80d
89,ff57919fded3,ff57919fded3,1,4,218,302,84,0,4,3,82,de40920459a52482dd0ae3c1661dc80d
89,,413641414fef,0,4,,,,,,,,
91,779777a69aa2,779777a69aa2,1,3,218,305,87,0,4,3,84,66e2157f827cea2314af6dcfcbafd780
91,b65ee3528dfd,b65ee3528dfd,1,3,218,305,87,0,4,3,83,66e2157f827cea2314af6dcfcbafd780
91,ff57919fded3,ff57919fded3,1,3,218,305,87,0,4,3,83,66e2157f827cea2314af6dcfcbafd780
92,779777a69aa2,779777a69aa2,1,3,218,308,90,0,4,3,85,d4e16e6d4381b437aacf8094bce793be
92,b65ee3528dfd,b65ee3528dfd,1,3,218,308,90,0,4,3,84,d4e16e6d4381b437aacf8094bce793be
92,ff57919fded3,ff57919fded3,1,3,218,308,90,0,4,3,84,d4e16e6d4381b437aacf8094bce793be
93,779777a69aa2,779777a69aa2,1,3,218,311,93,0,4,3,86,c376d224b03fedd0c4ed8ae9a3264da8
93,b65ee3528dfd,b65ee3528dfd,1,3,218,311,93,0,4,3,85,c376d224b03fedd0c4ed8ae9a3264da8
93,ff57919fded3,ff57919fded3,1,3,218,311,93,0,4,3,85,c376d224b03fedd0c4ed8ae9a3264da8
94,779777a69aa2,779777a69aa2,1,3,218,314,96,0,4,3,87,d5ebc01a5a2f24e948c216e2add4a916
94,b65ee3528dfd,b65ee3528dfd,1,3,218,314,96,0,4,3,86,d5ebc01a5a2f24e948c216e2add4a916
94,ff57919fded3,ff57919fded3,1,3,218,314,96,0,4,3,86,d5ebc01a5a2f24e948c216e2add4a916
95,779777a69aa2,779777a69aa2,1,3,218,317,99,0,4,3,88,2e8715975ad61814238ce0925ab08098
95,b65ee3528dfd,b65ee3528dfd,1,3,218,317,99,0,4,3,87,2e8715975ad61814238ce0925ab08098
95,ff57919fded3,ff57919fded3,1,3,218,317,99,0,4,3,87,2e8715975ad61814238ce0925ab08098
96,779777a69aa2,779777a69aa2,1,3,218,320,102,0,4,3,89,ef9965ba8bbb6da19bee1043857da1ae
96,b65ee3528dfd,b65ee3528dfd,1,3,218,320,102,0,4,3,88,ef9965ba8bbb6da19bee1043857da1ae
96,ff57919fded3,ff57919fded3,1,3,218,320,102,0,4,3,88,ef9965ba8bbb6da19bee1043857da1ae
98,779777a69aa2,779777a69aa2,1,3,218,323,105,0,4,3,90,67bc56a38ddb663523fae46a86d71534
98,b65ee3528dfd,b65ee3528dfd,1,3,218,323,105,0,4,3,89,67bc56a38ddb663523fae46a86d71534
98,ff57919fded3,ff57919fded3,1,3,218,323,105,0,4,3,89,67bc56a38ddb663523fae46a86d71534
99,779777a69aa2,779777a69aa2,1,3,218,326,108,0,4,3,91,496e35b87dc252d3c012622f7bdde843
99,b65ee3528dfd,b65ee3528dfd,1,3,218,326,108,0,4,3,90,496e35b87dc252d3c012622f7bdde843
99,ff57919fded3,ff57919fded3,1,3,218,326,108,0,4,3,90,496e35b87dc252d3c012622f7bdde843
100,779777a69aa2,779777a69aa2,1,3,218,329,111,0,4,3,92,383f51b9468c3983fe129add0c61dbcb
100,b65ee3528dfd,b65ee3528dfd,1,3,218,329,111,0,4,3,91,383f51b9468c3983fe129add0c61dbcb
100,ff57919fded3,ff57919fded3,1,3,218,329,111,0,4,3,91,383f51b9468c3983fe129add0c61dbcb
101,779777a69aa2,779777a69aa2,1,3,218,332,114,0,4,3,93,7576491ad42d01d332186bbeed904c8b
101,b65ee3528dfd,b65ee3528dfd,1,3,218,332,114,0,4,3,92,7576491ad42d01d332186bbeed904c8b
101,ff57919fded3,ff57919fded3,1,3,218,332,114,0,4,3,92,9936bb8a0e588e682400d4d39a8b038c
102,779777a69aa2,779777a69aa2,1,3,218,336,118,0,4,3,95,1caef8fb9dc94409efd29fa1271ade45
102,b65ee3528dfd,b65ee3528dfd,1,3,218,338,120,0,4,3,94,0e45aebce42e66f936980fc2ce6a8c45
102,ff57919fded3,ff57919fded3,1,3,218,338,120,0,4,3,94,0e45aebce42e66f936980fc2ce6a8c45
103,779777a69aa2,779777a69aa2,1,3,218,341,123,0,4,3,96,715332482a8ed08d936a8b2b112bc2eb
103,b65ee3528dfd,b65ee3528dfd,1,3,218,341,123,0,4,3,95,715332482a8ed08d936a8b2b112bc2eb
103,ff57919fded3,ff57919fded3,1,3,218,341,123,0,4,3,95,715332482a8ed08d936a8b2b112bc2eb
104,779777a69aa2,779777a69aa2,1,3,218,344,126,0,4,3,97,4cef377080fd17a4be74701e25ad69a8
104,b65ee3528dfd,b65ee3528dfd,1,3,218,344,126,0,4,3,96,4cef377080fd17a4be74701e25ad69a8
104,ff57919fded3,ff57919fded3,1,3,218,344,126,0,4,3,96,4cef377080fd17a4be74701e25ad69a8
106,779777a69aa2,779777a69aa2,1,3,218,347,129,0,4,3,98,6b1bc901a4608c0878153af24b16dfe6
106,b65ee3528dfd,b65ee3528dfd,1,3,218,347,129,0,4,3,97,6b1bc901a4608c0878153af24b16dfe6
106,ff57919fded3,ff57919fded3,1,3,218,347,129,0,4,3,97,6b1bc901a4608c0878153af24b16dfe6
107,779777a69aa2,779777a69aa2,1,3,218,350,132,0,4,3,99,b525191c23c49727e93e6e76f8b79ded
107,b65ee3528dfd,b65ee3528dfd,1,3,218,350,132,0,4,3,98,b525191c23c49727e93e6e76f8b79ded
107,ff57919fded3,ff57919fded3,1,3,218,350,132,0,4,3,98,b525191c23c49727e93e6e76f8b79ded
108,779777a69aa2,779777a69aa2,1,3,218,353,135,0,4,3,100,ca0418be20564427e8ee560b190272f9
108,b65ee3528dfd,b65ee3528dfd,1,3,218,353,135,0,4,3,99,ca0418be20564427e8ee560b190272f9
108,ff57919fded3,ff57919fded3,1,3,218,353,135,0,4,3,99,ca0418be20564427e8ee560b190272f9
109,779777a69aa2,779777a69aa2,1,3,218,356,138,0,4,3,101,59c0ab39087d01ce0c4896db48b1446d
109,b65ee3528dfd,b65ee3528dfd,1,3,218,356,138,0,4,3,100,59c0ab39087d01ce0c4896db48b1446d
109,ff57919fded3,ff57919fded3,1,3,218,356,138,0,4,3,100,59c0ab39087d01ce0c4896db48b1446d
110,779777a69aa2,779777a69aa2,1,3,218,359,141,0,4,3,102,fb53c8fd3cc80a44f2a590601acf9e87
110,b65ee3528dfd,b65ee3528dfd,1,3,218,359,141,0,4,3,101,fb53c8fd3cc80a44f2a590601acf9e87
110,ff57919fded3,ff57919fded3,1,3,218,359,141,0,4,3,101,fb53c8fd3cc80a44f2a590601acf9e87
111,779777a69aa2,779777a69aa2,1,3,218,362,144,0,4,3,103,8437d7f1f18e55233e9ea6520a2d2644
111,b65ee3528dfd,b65ee3528dfd,1,3,218,362,144,0,4,3,102,8437d7f1f18e55233e9ea6520a2d2644
111,ff57919fded3,ff57919fded3,1,3,218,362,144,0,4,3,102,8437d7f1f18e55233e9ea6520a2d2644
112,779777a69aa2,779777a69aa2,1,3,218,365,147,0,4,3,104,2232dd8521e725034ee66f552581d902
112,b65ee3528dfd,b65ee3528dfd,1,3,218,365,147,0,4,3,103,2232dd8521e725034ee66f552581d902
112,ff57919fded3,ff57919fded3,1,3,218,365,147,0,4,3,103,2232dd8521e725034ee66f552581d902
113,779777a69aa2,779777a69aa2,1,3,218,368,150,0,4,3,105,f9a59ef1c2ae805be7edf2f383fe76d8
113,b65ee3528dfd,b65ee3528dfd,1,3,218,368,150,0,4,3,104,f9a59ef1c2ae805be7edf2f383fe76d8
113,ff57919fded3,ff57919fded3,1,3,218,368,150,0,4,3,104,f9a59ef1c2ae805be7edf2f383fe76d8
115,779777a69aa2,779777a69aa2,1,3,218,371,153,0,4,3,106,0eb151c86c88b68ad71be746fc8b2cb0
115,b65ee3528dfd,b65ee3528dfd,1,3,218,371,153,0,4,3,105,0eb151c86c88b68ad71be746fc8b2cb0
115,ff57919fded3,ff57919fded3,1,3,218,371,153,0,4,3,105,0eb151c86c88b68ad71be746fc8b2cb0
116,779777a69aa2,779777a69aa2,1,3,218,374,156,0,4,3,107,ef24190796a929fefda262ad6e4ff401
116,b65ee3528dfd,b65ee3528dfd,1,3,218,374,156,0,4,3,106,7d9b1b810cd409a9f2a1c12b83250f57
116,ff57919fded3,ff57919fded3,1,3,218,377,159,0,4,3,107,4b59406689452a1ddfa6e46a45b2fb44
117,779777a69aa2,779777a69aa2,1,3,218,380,162,0,4,3,109,ab1f772c9eff40220632ba77934dd6da
117,b65ee3528dfd,b65ee3528dfd,1,3,218,380,162,0,4,3,108,ab1f772c9eff40220632ba77934dd6da
117,ff57919fded3,ff57919fded3,1,3,218,380,162,0,4,3,108,ab1f772c9eff40220632ba77934dd6da
118,779777a69aa2,779777a69aa2,1,3,218,383,165,0,4,3,110,af40c8a63e0c26bfbaa4f3a86bb49662
118,b65ee3528dfd,b65ee3528dfd,1,3,218,383,165,0,4,3,109,af40c8a63e0c26bfbaa4f3a86bb49662
118,ff57919fded3,ff57919fded3,1,3,218,383,165,0,4,3,109,af40c8a63e0c26bfbaa4f3a86bb49662
119,779777a69aa2,779777a69aa2,1,3,218,386,168,0,4,3,111,21631a6eaaaf652fa989e976174f739d
119,b65ee3528dfd,b65ee3528dfd,1,3,218,386,168,0,4,3,110,21631a6eaaaf652fa989e976174f739d
119,ff57919fded3,ff57919fded3,1,3,218,386,168,0,4,3,110,21631a6eaaaf652fa989e976174f739d
120,779777a69aa2,779777a69aa2,1,3,218,389,171,0,4,3,112,6077eba466e9e3b41b65d1eb41673fd3
120,b65ee3528dfd,b65ee3528dfd,1,3,218,389,171,0,4,3,111,6077eba466e9e3b41b65d1eb41673fd3
120,ff57919fded3,ff57919fded3,1,3,218,389,171,0,4,3,111,6077eba466e9e3b41b65d1eb41673fd3
121,779777a69aa2,779777a69aa2,1,3,218,392,174,0,4,3,113,5208ab2e1f2f9e9ced89f67ff4672881
121,b65ee3528dfd,b65ee3528dfd,1,3,218,392,174,0,4,3,112,5208ab2e1f2f9e9ced89f67ff4672881
121,ff57919fded3,ff57919fded3,1,3,218,392,174,0,4,3,112,5208ab2e1f2f9e9ced89f67ff4672881
123,779777a69aa2,779777a69aa2,1,3,218,395,177,0,4,3,114,c6723a7084814acb6f4330074d06cf31
123,b65ee3528dfd,b65ee3528dfd,1,3,218,395,177,0,4,3,113,c6723a7084814acb6f4330074d06cf31
123,ff57919fded3,ff57919fded3,1,3,218,395,177,0,4,3,113,c6723a7084814acb6f4330074d06cf31
124,779777a69aa2,779777a69aa2,1,3,218,398,180,0,4,3,115,d2c3ee3f85e47e670c57d146f3829afa
124,b65ee3528dfd,b65ee3528dfd,1,3,218,398,180,0,4,3,114,d2c3ee3f85e47e670c57d146f3829afa
124,ff57919fded3,ff57919fded3,1,3,218,398,180,0,4,3,114,d2c3ee3f85e47e670c57d146f3829afa
125,779777a69aa2,779777a69aa2,1,3,218,401,183,0,4,3,116,b46e0f595d15fb5316f916469647d226
125,b65ee3528dfd,b65ee3528dfd,1,3,218,401,183,0,4,3,115,b46e0f595d15fb5316f916469647d226
125,ff57919fded3,ff57919fded3,1,3,218,401,183,0,4,3,115,b46e0f595d15fb5316f916469647d226
126,779777a69aa2,779777a69aa2,1,3,218,404,186,0,4,3,117,153f175081be191a68aaec9423c04a52
126,b65ee3528dfd,b65ee3528dfd,1,3,218,404,186,0,4,3,116,153f175081be191a68aaec9423c04a52
126,ff57919fded3,ff57919fded3,1,3,218,404,186,0,4,3,116,153f175081be191a68aaec9423c04a52
127,779777a69aa2,779777a69aa2,1,3,218,407,189,0,4,3,118,e0b928dc8a5a6d214187733e99df7046
127,b65ee3528dfd,b65ee3528dfd,1,3,218,407,189,0,4,3,117,e0b928dc8a5a6d214187733e99df7046
127,ff57919fded3,ff57919fded3,1,3,218,407,189,0,4,3,117,e0b928dc8a5a6d214187733e99df7046
128,779777a69aa2,779777a69aa2,1,3,218,410,192,0,4,3,119,5692e356fbe86264659338efcfb63ecf
128,b65ee3528dfd,b65ee3528dfd,1,3,218,413,195,0,4,3,119,dde10521e43e2f0631f488d2af5bc291
128,ff57919fded3,ff57919fded3,1,3,218,413,195,0,4,3,119,dde10521e43e2f0631f488d2af5bc291
130,779777a69aa2,779777a69aa2,1,3,218,416,198,0,4,3,121,3a633d6443cb5e97399beab365274caa
130,b65ee3528dfd,b65ee3528dfd,1,3,218,416,198,0,4,3,120,3a633d6443cb5e97399beab365274caa
130,ff57919fded3,ff57919fded3,1,3,218,416,198,0,4,3,120,3a633d6443cb5e97399beab365274caa
131,779777a69aa2,779777a69aa2,1,3,218,419,201,0,4,3,122,9bfcfce748e2d2d12419b90c4f804ff7
131,b65ee3528dfd,b65ee3528dfd,1,3,218,419,201,0,4,3,121,9bfcfce748e2d2d12419b90c4f804ff7
131,ff57919fded3,ff57919fded3,1,3,218,419,201,0,4,3,121,9bfcfce748e2d2d12419b90c4f804ff7
132,779777a69aa2,779777a69aa2,1,3,218,422,204,0,4,3,123,c578729c2a620898b6ef08ba7f073b3b
132,b65ee3528dfd,b65ee3528dfd,1,3,218,422,204,0,4,3,122,c578729c2a620898b6ef08ba7f073b3b
132,ff57919fded3,ff57919fded3,1,3,218,422,204,0,4,3,122,c578729c2a620898b6ef08ba7f073b3b
133,779777a69aa2,779777a69aa2,1,3,218,425,207,0,4,3,124,bd8faab9e1f306110331e91abd779e9e
133,b65ee3528dfd,b65ee3528dfd,1,3,218,425,207,0,4,3,123,bd8faab9e1f306110331e91abd779e9e
133,ff57919fded3,ff57919fded3,1,3,218,425,207,0,4,3,123,bd8faab9e1f306110331e91abd779e9e
134,779777a69aa2,779777a69aa2,1,3,218,428,210,0,4,3,125,80bf3e36ee9e1dd4d3570c3d8d41ed81
134,b65ee3528dfd,b65ee3528dfd,1,3,218,428,210,0,4,3,124,80bf3e36ee9e1dd4d3570c3d8d41ed81
134,ff57919fded3,ff57919fded3,1,3,218,428,210,0,4,3,124,80bf3e36ee9e1dd4d3570c3d8d41ed81
135,779777a69aa2,779777a69aa2,1,3,218,431,213,0,4,3,126,2c617fa89654cc8f0b5442e29942673a
135,b65ee3528dfd,b65ee3528dfd,1,3,218,431,213,0,4,3,125,2c617fa89654cc8f0b5442e29942673a
135,ff57919fded3,ff57919fded3,1,3,218,431,213,0,4,3,125,2c617fa89654cc8f0b5442e29942673a
136,779777a69aa2,779777a69aa2,1,3,218,434,216,0,4,3,127,d3646cd2428566b92f82a255a41085b2
136,b65ee3528dfd,b65ee3528dfd,1,3,218,434,216,0,4,3,126,d3646cd2428566b92f82a255a41085b2
136,ff57919fded3,ff57919fded3,1,3,218,434,216,0,4,3,126,d3646cd2428566b92f82a255a41085b2
137,779777a69aa2,779777a69aa2,1,3,218,437,219,0,4,3,128,cc13dcbde5aeb99010e757690338bacc
137,b65ee3528dfd,b65ee3528dfd,1,3,218,437,219,0,4,3,127,cc13dcbde5aeb99010e757690338bacc
137,ff57919fded3,ff57919fded3,1,3,218,437,219,0,4,3,127,cc13dcbde5aeb99010e757690338bacc
139,779777a69aa2,779777a69aa2,1,3,218,440,222,0,4,3,129,e53769f3bd3750cc60efba1439f7074a
139,b65ee3528dfd,b65ee3528dfd,1,3,218,440,222,0,4,3,128,e53769f3bd3750cc60efba1439f7074a
139,ff57919fded3,ff57919fded3,1,3,218,440,222,0,4,3,128,e53769f3bd3750cc60efba1439f7074a
140,779777a69aa2,779777a69aa2,1,3,218,443,225,0,4,3,130,0b2c3478706683cc90a2f58705de4884
140,b65ee3528dfd,b65ee3528dfd,1,3,218,443,225,0,4,3,129,0b2c3478706683cc90a2f58705de4884
140,ff57919fded3,ff57919fded3,1,3,218,443,225,0,4,3,129,0b2c3478706683cc90a2f58705de4884
141,779777a69aa2,779777a69aa2,1,3,218,446,228,0,4,3,131,03e66d872875ab1b568268f742b4377a
141,b65ee3528dfd,b65ee3528dfd,1,3,218,446,228,0,4,3,130,03e66d872875ab1b568268f742b4377a
141,ff57919fded3,ff57919fded3,1,3,218,446,228,0,4,3,130,03e66d872875ab1b568268f742b4377a
142,779777a69aa2,779777a69aa2,1,3,218,449,231,0,4,3,132,086bb14e9d1464589fae84b303ad09e2
142,b65ee3528dfd,b65ee3528dfd,1,3,218,449,231,0,4,3,131,086bb14e9d1464589fae84b303ad09e2
142,ff57919fded3,ff57919fded3,1,3,218,449,231,0,4,3,131,086bb14e9d1464589fae84b303ad09e2
143,779777a69aa2,779777a69aa2,1,3,218,452,234,0,4,3,133,9246e4bd0dff11d0532c47044102e616
143,b65ee3528dfd,b65ee3528dfd,1,3,218,452,234,0,4,3,132,9246e4bd0dff11d0532c47044102e616
143,ff57919fded3,ff57919fded3,1,3,218,452,234,0,4,3,132,d43488c789fd123ab3d2e5b8b0298fea
144,779777a69aa2,779777a69aa2,1,3,218,457,239,0,4,3,135,cdabca3733c23492a077b248d89333a4
144,b65ee3528dfd,b65ee3528dfd,1,3,218,458,240,0,4,3,134,8c972948b5a781ce7fce8ea072c5d556
144,ff57919fded3,ff57919fded3,1,3,218,458,240,0,4,3,134,8c972948b5a781ce7fce8ea072c5d556
145,779777a69aa2,779777a69aa2,1,3,218,461,243,0,4,3,136,996d6b81b1554ef13b6c2bd2a2204556
145,b65ee3528dfd,b65ee3528dfd,1,3,218,461,243,0,4,3,135,996d6b81b1554ef13b6c2bd2a2204556
145,ff57919fded3,ff57919fded3,1,3,218,461,243,0,4,3,135,996d6b81b1554ef13b6c2bd2a2204556
147,779777a69aa2,779777a69aa2,1,3,218,464,246,0,4,3,137,510c3220024bc68d301953dc89ab283d
147,b65ee3528dfd,b65ee3528dfd,1,3,218,464,246,0,4,3,136,510c3220024bc68d301953dc89ab283d
147,ff57919fded3,ff57919fded3,1,3,218,464,246,0,4,3,136,510c3220024bc68d301953dc89ab283d
148,779777a69aa2,779777a69aa2,1,3,218,467,249,0,4,3,138,0ddfd38c9b7377a5771a1ea2be155fa9
148,b65ee3528dfd,b65ee3528dfd,1,3,218,467,249,0,4,3,137,0ddfd38c9b7377a5771a1ea2be155fa9
148,ff57919fded3,ff57919fded3,1,3,218,467,249,0,4,3,137,0ddfd38c9b7377a5771a1ea2be155fa9
149,779777a69aa2,779777a69aa2,1,3,218,470,252,0,4,3,139,400c1c2175ca1016683a16c6764b1c87
149,b65ee3528dfd,b65ee3528dfd,1,3,218,470,252,0,4,3,138,400c1c2175ca1016683a16c6764b1c87
149,ff57919fded3,ff57919fded3,1,3,218,470,252,0,4,3,138,400c1c2175ca1016683a16c6764b1c87
150,779777a69aa2,779777a69aa2,1,3,218,473,255,0,4,3,140,d2fbb437bb4b2d74c14f2bc1e9aa380c
150,b65ee3528dfd,b65ee3528dfd,1,3,218,473,255,0,4,3,139,d2fbb437bb4b2d74c14f2bc1e9aa380c
150,ff57919fded3,ff57919fded3,1,3,218,473,255,0,4,3,139,d2fbb437bb4b2d74c14f2bc1e9aa380c
151,779777a69aa2,779777a69aa2,1,3,218,476,258,0,4,3,141,b1ca2ea9427a20b4db53bfc0717e9c42
151,b65ee3528dfd,b65ee3528dfd,1,3,218,476,258,0,4,3,140,b1ca2ea9427a20b4db53bfc0717e9c42
151,ff57919fded3,ff57919fded3,1,3,218,476,258,0,4,3,140,b1ca2ea9427a20b4db53bfc0717e9c42
152,779777a69aa2,779777a69aa2,1,3,218,479,261,0,4,3,142,14a7cfd61a9bd3f080bea75bc38750c2
152,b65ee3528dfd,b65ee3528dfd,1,3,218,479,261,0,4,3,141,14a7cfd61a9bd3f080bea75bc38750c2
152,ff57919fded3,ff57919fded3,1,3,218,479,261,0,4,3,141,14a7cfd61a9bd3f080bea75bc38750c2
153,779777a69aa2,779777a69aa2,1,3,218,482,264,0,4,3,143,822b264cbab1aaf98ed6bb20971c234e
153,b65ee3528dfd,b65ee3528dfd,1,3,218,482,264,0,4,3,142,822b264cbab1aaf98ed6bb20971c234e
153,ff57919fded3,ff57919fded3,1,3,218,482,264,0,4,3,142,822b264cbab1aaf98ed6bb20971c234e
154,779777a69aa2,779777a69aa2,1,3,218,485,267,0,4,3,144,9e3aa8982b47ea871ba64e0edae96739
154,b65ee3528dfd,b65ee3528dfd,1,3,218,485,267,0,4,3,143,9e3aa8982b47ea871ba64e0edae96739
154,ff57919fded3,ff57919fded3,1,3,218,485,267,0,4,3,143,9e3aa8982b47ea871ba64e0edae96739
156,779777a69aa2,779777a69aa2,1,3,218,488,270,0,4,3,145,ae03319f83bf711144f6b2b621565640
156,b65ee3528dfd,b65ee3528dfd,1,3,218,488,270,0,4,3,144,ae03319f83bf711144f6b2b621565640
156,ff57919fded3,ff57919fded3,1,3,218,488,270,0,4,3,144,ae03319f83bf711144f6b2b621565640
157,779777a69aa2,779777a69aa2,1,3,218,491,273,0,4,3,146,f99cb115c65d7fa3d208d3a3102a1ed6
157,b65ee3528dfd,b65ee3528dfd,1,3,218,491,273,0,4,3,145,f99cb115c65d7fa3d208d3a3102a1ed6
157,ff57919fded3,ff57919fded3,1,3,218,491,273,0,4,3,145,f99cb115c65d7fa3d208d3a3102a1ed6
158,779777a69aa2,779777a69aa2,1,3,218,494,276,0,4,3,147,b8e55615e7caf008316cc348ff1d9ed5
158,b65ee3528dfd,b65ee3528dfd,1,3,218,494,276,0,4,3,146,b8e55615e7caf008316cc348ff1d9ed5
158,ff57919fded3,ff57919fded3,1,3,218,494,276,0,4,3,146,b8e55615e7caf008316cc348ff1d9ed5
159,779777a69aa2,779777a69aa2,1,3,218,497,279,0,4,3,148,3a93abfb72feff7ba7bfed17bbb31d58
159,b65ee3528dfd,b65ee3528dfd,1,3,218,497,279,0,4,3,147,3a93abfb72feff7ba7bfed17bbb31d58
