run,crate,file,mutant_class,mutant,killed_by,status,source
20260903T184423Z,moirai-protocol,moirai-protocol/src/broadcast/tcsb.rs,cargo mutants: BinaryOperator in <impl IsTcsb<O> for Tcsb<O>>::pull,moirai-protocol/src/broadcast/tcsb.rs:510: *,,survived,cargo-mutants
20260903T184423Z,moirai-protocol,moirai-protocol/src/broadcast/tcsb.rs,cargo mutants: UnaryOperator in <impl IsTcsb<O> for Tcsb<O>>::pull,moirai-protocol/src/broadcast/tcsb.rs:511: ,cargo test -p moirai-protocol --lib,killed,cargo-mutants
20260903T184423Z,moirai-protocol,moirai-protocol/src/broadcast/tcsb.rs,cargo mutants: FnValue in <impl IsTcsb<O> for Tcsb<O>>::since,moirai-protocol/src/broadcast/tcsb.rs:526: Default::default(),,unviable,cargo-mutants
20260903T184423Z,moirai-protocol,moirai-protocol/src/broadcast/tcsb.rs,cargo mutants: FnValue in Tcsb<O>::follow_shared_interner,moirai-protocol/src/broadcast/tcsb.rs:744: (),cargo test -p moirai-protocol --lib,killed,cargo-mutants
20260903T184423Z,moirai-protocol,moirai-protocol/src/broadcast/tcsb.rs,cargo mutants: BinaryOperator in Tcsb<O>::follow_shared_interner,moirai-protocol/src/broadcast/tcsb.rs:746: ==,cargo test -p moirai-protocol --lib,killed,cargo-mutants
20260903T184423Z,moirai-protocol,moirai-protocol/src/broadcast/tcsb.rs,cargo mutants: FnValue in Tcsb<O>::refuse_foreign,moirai-protocol/src/broadcast/tcsb.rs:776: true,cargo test -p moirai-protocol --lib,killed,cargo-mutants
20260903T184423Z,moirai-protocol,moirai-protocol/src/broadcast/tcsb.rs,cargo mutants: FnValue in Tcsb<O>::refuse_foreign,moirai-protocol/src/broadcast/tcsb.rs:776: false,cargo test -p moirai-protocol --lib,killed,cargo-mutants
20260903T184423Z,moirai-protocol,moirai-protocol/src/broadcast/tcsb.rs,cargo mutants: FnValue in <impl IsTcsb<O> for Tcsb<O>>::log_id,moirai-protocol/src/broadcast/tcsb.rs:387: Box::leak(Box::new(Default::default())),,unviable,cargo-mutants
20260903T184423Z,moirai-protocol,moirai-protocol/src/broadcast/tcsb.rs,cargo mutants: BinaryOperator in Tcsb<O>::refuse_foreign,moirai-protocol/src/broadcast/tcsb.rs:776: !=,cargo test -p moirai-protocol --lib,killed,cargo-mutants
20260903T184423Z,moirai-protocol,moirai-protocol/src/broadcast/tcsb.rs,cargo mutants: BinaryOperator in Tcsb<O>::refuse_foreign,moirai-protocol/src/broadcast/tcsb.rs:779: *=,cargo test -p moirai-protocol --lib,killed,cargo-mutants
20260903T184423Z,moirai-protocol,moirai-protocol/src/broadcast/tcsb.rs,cargo mutants: BinaryOperator in Tcsb<O>::refuse_foreign,moirai-protocol/src/broadcast/tcsb.rs:779: -=,cargo test -p moirai-protocol --lib,killed,cargo-mutants
